EVENT,BOUT,URL,EVENT_NUMBER,MAIN_FIGHTER_1,MAIN_FIGHTER_2
UFC Fight Night: Nelson vs Story,Mairbek Taisumov vs. Marcin Bandel,http://ufcstats.com/fight-details/23692b9936363da3,,Mairbek Taisumov,Marcin Bandel
UFC Fight Night: Nelson vs Story,Zubaira Tukhugov vs. Ernest Chavez,http://ufcstats.com/fight-details/75a88258eb967e0c,,Zubaira Tukhugov,Ernest Chavez
UFC 178: Johnson vs Cariaso,Demetrious Johnson vs. Chris Cariaso,http://ufcstats.com/fight-details/79c2461046e17eba,178,Demetrious Johnson,Chris Cariaso
UFC 178: Johnson vs Cariaso,Donald Cerrone vs. Eddie Alvarez,http://ufcstats.com/fight-details/64eb4ae171613218,178,Donald Cerrone,Eddie Alvarez
UFC 178: Johnson vs Cariaso,Conor McGregor vs. Dustin Poirier,http://ufcstats.com/fight-details/6bcea00473e43a59,178,Conor McGregor,Dustin Poirier
UFC 178: Johnson vs Cariaso,Yoel Romero vs. Tim Kennedy,http://ufcstats.com/fight-details/3e3db8c37096c260,178,Yoel Romero,Tim Kennedy
UFC 178: Johnson vs Cariaso,Cat Zingano vs. Amanda Nunes,http://ufcstats.com/fight-details/b1b82605646eb850,178,Cat Zingano,Amanda Nunes
UFC 178: Johnson vs Cariaso,Dominick Cruz vs. Takeya Mizugaki,http://ufcstats.com/fight-details/72656e864ca1c972,178,Dominick Cruz,Takeya Mizugaki
UFC 178: Johnson vs Cariaso,Jorge Masvidal vs. James Krause,http://ufcstats.com/fight-details/65f4d4f44e6e73f7,178,Jorge Masvidal,James Krause
UFC 178: Johnson vs Cariaso,Stephen Thompson vs. Patrick Cote,http://ufcstats.com/fight-details/fceab09944a65840,178,Stephen Thompson,Patrick Cote
UFC 178: Johnson vs Cariaso,Brian Ebersole vs. John Howard,http://ufcstats.com/fight-details/fc45644c62643c71,178,Brian Ebersole,John Howard
UFC 178: Johnson vs Cariaso,Kevin Lee vs. Jon Tuck,http://ufcstats.com/fight-details/9c0721bd410e7a0e,178,Kevin Lee,Jon Tuck
UFC 178: Johnson vs Cariaso,Manvel Gamburyan vs. Cody Gibson,http://ufcstats.com/fight-details/a49706a6edb0c5c3,178,Manvel Gamburyan,Cody Gibson
UFC Fight Night: Hunt vs Nelson,Mark Hunt vs. Roy Nelson,http://ufcstats.com/fight-details/ef3c1a2ac6510d26,,Mark Hunt,Roy Nelson
UFC Fight Night: Hunt vs Nelson,Myles Jury vs. Takanori Gomi,http://ufcstats.com/fight-details/5ff0c4c6006f0873,,Myles Jury,Takanori Gomi
UFC Fight Night: Hunt vs Nelson,Yoshihiro Akiyama vs. Amir Sadollah,http://ufcstats.com/fight-details/1e797ccd275a98d0,,Yoshihiro Akiyama,Amir Sadollah
UFC Fight Night: Hunt vs Nelson,Miesha Tate vs. Rin Nakai,http://ufcstats.com/fight-details/36d9d7e331e6b589,,Miesha Tate,Rin Nakai
UFC Fight Night: Hunt vs Nelson,Kiichi Kunimoto vs. Richard Walsh,http://ufcstats.com/fight-details/26cd506de4221057,,Kiichi Kunimoto,Richard Walsh
UFC Fight Night: Hunt vs Nelson,Kyoji Horiguchi vs. Jon Delos Reyes,http://ufcstats.com/fight-details/c2a36e996bba3a4a,,Kyoji Horiguchi,Jon Delos Reyes
UFC Fight Night: Hunt vs Nelson,Masanori Kanehara vs. Alex Caceres,http://ufcstats.com/fight-details/b516beb27416e492,,Masanori Kanehara,Alex Caceres
UFC Fight Night: Hunt vs Nelson,Katsunori Kikuno vs. Sam Sicilia,http://ufcstats.com/fight-details/7690e946d9d81f51,,Katsunori Kikuno,Sam Sicilia
UFC Fight Night: Hunt vs Nelson,Hyun Gyu Lim vs. Takenori Sato,http://ufcstats.com/fight-details/de2dad48d95305d7,,Hyun Gyu Lim,Takenori Sato
UFC Fight Night: Hunt vs Nelson,Kyung Ho Kang vs. Michinori Tanaka,http://ufcstats.com/fight-details/a4398b9257a93d78,,Kyung Ho Kang,Michinori Tanaka
UFC Fight Night: Hunt vs Nelson,Johnny Case vs. Kazuki Tokudome,http://ufcstats.com/fight-details/3dd55cca2358a511,,Johnny Case,Kazuki Tokudome
UFC Fight Night: Hunt vs Nelson,Maximo Blanco vs. Dan Hooker,http://ufcstats.com/fight-details/284e05afc9479620,,Maximo Blanco,Dan Hooker
UFC Fight Night: Bigfoot vs Arlovski,Andrei Arlovski vs. Antonio Silva,http://ufcstats.com/fight-details/61c9bbeb2806534b,,Andrei Arlovski,Antonio Silva
UFC Fight Night: Bigfoot vs Arlovski,Gleison Tibau vs. Piotr Hallmann,http://ufcstats.com/fight-details/246f38c7855a6400,,Gleison Tibau,Piotr Hallmann
UFC Fight Night: Bigfoot vs Arlovski,Leonardo Santos vs. Efrain Escudero,http://ufcstats.com/fight-details/72d2ab073f4120a4,,Leonardo Santos,Efrain Escudero
UFC Fight Night: Bigfoot vs Arlovski,Santiago Ponzinibbio vs. Wendell Oliveira Marques,http://ufcstats.com/fight-details/033e4538b9014f91,,Santiago Ponzinibbio,Wendell Oliveira Marques
UFC Fight Night: Bigfoot vs Arlovski,Iuri Alcantara vs. Russell Doane,http://ufcstats.com/fight-details/36c2ce10809f17b3,,Iuri Alcantara,Russell Doane
UFC Fight Night: Bigfoot vs Arlovski,Jessica Andrade vs. Larissa Pacheco,http://ufcstats.com/fight-details/2798c746fe93502a,,Jessica Andrade,Larissa Pacheco
UFC Fight Night: Bigfoot vs Arlovski,Godofredo Pepey vs. Dashon Johnson,http://ufcstats.com/fight-details/7580c93fec606442,,Godofredo Pepey,Dashon Johnson
UFC Fight Night: Bigfoot vs Arlovski,George Sullivan vs. Igor Araujo,http://ufcstats.com/fight-details/ebb9eeac1faf73ed,,George Sullivan,Igor Araujo
UFC Fight Night: Bigfoot vs Arlovski,Francisco Trinaldo vs. Leandro Silva,http://ufcstats.com/fight-details/e79e3ee088b76d46,,Francisco Trinaldo,Leandro Silva
UFC Fight Night: Bigfoot vs Arlovski,Sean Spencer vs. Paulo Thiago,http://ufcstats.com/fight-details/972b0643185b2570,,Sean Spencer,Paulo Thiago
UFC Fight Night: Bigfoot vs Arlovski,Rani Yahya vs. Johnny Bedford,http://ufcstats.com/fight-details/6f19f24780c4f23f,,Rani Yahya,Johnny Bedford
UFC Fight Night: Jacare vs Mousasi,Jacare Souza vs. Gegard Mousasi,http://ufcstats.com/fight-details/80faf0c138d20999,,Jacare Souza,Gegard Mousasi
UFC Fight Night: Jacare vs Mousasi,Ben Rothwell vs. Alistair Overeem,http://ufcstats.com/fight-details/1520290d28b75b53,,Ben Rothwell,Alistair Overeem
UFC Fight Night: Jacare vs Mousasi,Matt Mitrione vs. Derrick Lewis,http://ufcstats.com/fight-details/fd4d5685c2e207b5,,Matt Mitrione,Derrick Lewis
UFC Fight Night: Jacare vs Mousasi,Joe Lauzon vs. Michael Chiesa,http://ufcstats.com/fight-details/c9733393385105cb,,Joe Lauzon,Michael Chiesa
UFC Fight Night: Jacare vs Mousasi,John Moraga vs. Justin Scoggins,http://ufcstats.com/fight-details/839c8cd7b1a32c7c,,John Moraga,Justin Scoggins
UFC Fight Night: Jacare vs Mousasi,Al Iaquinta vs. Rodrigo Damm,http://ufcstats.com/fight-details/1c980547431ddcef,,Al Iaquinta,Rodrigo Damm
UFC Fight Night: Jacare vs Mousasi,Rafael Natal vs. Chris Camozzi,http://ufcstats.com/fight-details/98e21492b6bc15d3,,Rafael Natal,Chris Camozzi
UFC Fight Night: Jacare vs Mousasi,Chris Beal vs. Tateki Matsuda,http://ufcstats.com/fight-details/603b0b1fa3ab8f20,,Chris Beal,Tateki Matsuda
UFC Fight Night: Jacare vs Mousasi,Chas Skelly vs. Sean Soriano,http://ufcstats.com/fight-details/7ba4a04673307cc9,,Chas Skelly,Sean Soriano
UFC 177: Dillashaw vs Soto,TJ Dillashaw vs. Joe Soto,http://ufcstats.com/fight-details/e8c16b26a4bfe163,177,TJ Dillashaw,Joe Soto
UFC 177: Dillashaw vs Soto,Tony Ferguson vs. Danny Castillo,http://ufcstats.com/fight-details/ae0b5ab5bc4bb6a7,177,Tony Ferguson,Danny Castillo
UFC 177: Dillashaw vs Soto,Bethe Correia vs. Shayna Baszler,http://ufcstats.com/fight-details/8452ff5ae6316931,177,Bethe Correia,Shayna Baszler
UFC 177: Dillashaw vs Soto,Diego Ferreira vs. Ramsey Nijem,http://ufcstats.com/fight-details/1748b2b5aabe23a5,177,Diego Ferreira,Ramsey Nijem
UFC 177: Dillashaw vs Soto,Yancy Medeiros vs. Damon Jackson,http://ufcstats.com/fight-details/7cfb05c08ec91525,177,Yancy Medeiros,Damon Jackson
UFC 177: Dillashaw vs Soto,Derek Brunson vs. Lorenz Larkin,http://ufcstats.com/fight-details/bd83e4a6f216230f,177,Derek Brunson,Lorenz Larkin
UFC 177: Dillashaw vs Soto,Anthony Hamilton vs. Ruan Potts,http://ufcstats.com/fight-details/c303b8a07d0d06d2,177,Anthony Hamilton,Ruan Potts
UFC 177: Dillashaw vs Soto,Chris Wade vs. Cain Carrizosa,http://ufcstats.com/fight-details/788c4bbf925cdf40,177,Chris Wade,Cain Carrizosa
UFC Fight Night: Henderson vs Dos Anjos,Rafael Dos Anjos vs. Benson Henderson,http://ufcstats.com/fight-details/351532f2fe6804d1,,Rafael Dos Anjos,Benson Henderson
UFC Fight Night: Henderson vs Dos Anjos,Jordan Mein vs. Mike Pyle,http://ufcstats.com/fight-details/c7765a3255701267,,Jordan Mein,Mike Pyle
UFC Fight Night: Henderson vs Dos Anjos,Thales Leites vs. Francis Carmont,http://ufcstats.com/fight-details/735ed861dee80d25,,Thales Leites,Francis Carmont
UFC Fight Night: Henderson vs Dos Anjos,Max Holloway vs. Clay Collard,http://ufcstats.com/fight-details/56fbc2a376569c13,,Max Holloway,Clay Collard
UFC Fight Night: Henderson vs Dos Anjos,James Vick vs. Valmir Lazaro,http://ufcstats.com/fight-details/20f0129fc4861674,,James Vick,Valmir Lazaro
UFC Fight Night: Henderson vs Dos Anjos,Chas Skelly vs. Tom Niinimaki,http://ufcstats.com/fight-details/e8f6232d12d52b58,,Chas Skelly,Tom Niinimaki
UFC Fight Night: Henderson vs Dos Anjos,Neil Magny vs. Alex Garcia,http://ufcstats.com/fight-details/954362efa4564d60,,Neil Magny,Alex Garcia
UFC Fight Night: Henderson vs Dos Anjos,Beneil Dariush vs. Anthony Rocco Martin,http://ufcstats.com/fight-details/53fe9da9fb8d4f88,,Beneil Dariush,Anthony Rocco Martin
UFC Fight Night: Henderson vs Dos Anjos,Matt Hobar vs. Aaron Phillips,http://ufcstats.com/fight-details/b2867869d4eb98ce,,Matt Hobar,Aaron Phillips
UFC Fight Night: Henderson vs Dos Anjos,Ben Saunders vs. Chris Heatherly,http://ufcstats.com/fight-details/bb9c60bc6924f373,,Ben Saunders,Chris Heatherly
UFC Fight Night: Henderson vs Dos Anjos,Wilson Reis vs. Joby Sanchez,http://ufcstats.com/fight-details/01be9ab42f1fd8e6,,Wilson Reis,Joby Sanchez
UFC Fight Night: Bisping vs Le,Michael Bisping vs. Cung Le,http://ufcstats.com/fight-details/a57b9c636ac198be,,Michael Bisping,Cung Le
UFC Fight Night: Bisping vs Le,Tyron Woodley vs. Dong Hyun Kim,http://ufcstats.com/fight-details/7cde85d46dc0bebe,,Tyron Woodley,Dong Hyun Kim
UFC Fight Night: Bisping vs Le,Zhang Lipeng vs. Brendan O'Reilly,http://ufcstats.com/fight-details/0067048aaa2aa2da,,Zhang Lipeng,Brendan O'Reilly
UFC Fight Night: Bisping vs Le,Guangyou Ning vs. Jianping Yang,http://ufcstats.com/fight-details/2c417643d6de6f04,,Guangyou Ning,Jianping Yang
UFC Fight Night: Bisping vs Le,Sai Wang vs. Danny Mitchell,http://ufcstats.com/fight-details/2d323659e430bc92,,Sai Wang,Danny Mitchell
UFC Fight Night: Bisping vs Le,Alberto Mina vs. Shinsho Anzai,http://ufcstats.com/fight-details/d0ee52e17db605ab,,Alberto Mina,Shinsho Anzai
UFC Fight Night: Bisping vs Le,Yuta Sasaki vs. Roland Delorme,http://ufcstats.com/fight-details/e5cf527ed3963a0e,,Yuta Sasaki,Roland Delorme
UFC Fight Night: Bisping vs Le,Colby Covington vs. Anying Wang,http://ufcstats.com/fight-details/4de8b5898e1a23c8,,Colby Covington,Anying Wang
UFC Fight Night: Bisping vs Le,Royston Wee vs. Yao Zhikui,http://ufcstats.com/fight-details/fe1130f34dea28d8,,Royston Wee,Yao Zhikui
UFC Fight Night: Bisping vs Le,Milana Dudieva vs. Elizabeth Phillips,http://ufcstats.com/fight-details/63e4cd10ed47f1a8,,Milana Dudieva,Elizabeth Phillips
UFC Fight Night: Bader vs Saint Preux,Ryan Bader vs. Ovince Saint Preux,http://ufcstats.com/fight-details/db209b782f35e0e6,,Ryan Bader,Ovince Saint Preux
UFC Fight Night: Bader vs Saint Preux,Ross Pearson vs. Gray Maynard,http://ufcstats.com/fight-details/efa3f3c8945cad0a,,Ross Pearson,Gray Maynard
UFC Fight Night: Bader vs Saint Preux,Tim Boetsch vs. Brad Tavares,http://ufcstats.com/fight-details/852442b380088fa5,,Tim Boetsch,Brad Tavares
UFC Fight Night: Bader vs Saint Preux,Alan Jouban vs. Seth Baczynski,http://ufcstats.com/fight-details/5df4632f6238e612,,Alan Jouban,Seth Baczynski
UFC Fight Night: Bader vs Saint Preux,Shawn Jordan vs. Jack May,http://ufcstats.com/fight-details/2573a9a722f238f4,,Shawn Jordan,Jack May
UFC Fight Night: Bader vs Saint Preux,Thiago Tavares vs. Robert Peralta,http://ufcstats.com/fight-details/6989466d287b4a57,,Thiago Tavares,Robert Peralta
UFC Fight Night: Bader vs Saint Preux,Jussier Formiga vs. Zach Makovsky,http://ufcstats.com/fight-details/a0e4f43827aa81c4,,Jussier Formiga,Zach Makovsky
UFC Fight Night: Bader vs Saint Preux,Sara McMann vs. Lauren Murphy,http://ufcstats.com/fight-details/03ba4f9ba7c934ad,,Sara McMann,Lauren Murphy
UFC Fight Night: Bader vs Saint Preux,Tom Watson vs. Sam Alvey,http://ufcstats.com/fight-details/49d8fc8e4aee9b51,,Tom Watson,Sam Alvey
UFC Fight Night: Bader vs Saint Preux,Frankie Saenz vs. Nolan Ticman,http://ufcstats.com/fight-details/99dc6aa635a9cf98,,Frankie Saenz,Nolan Ticman
UFC on FOX: Lawler vs Brown,Robbie Lawler vs. Matt Brown,http://ufcstats.com/fight-details/677910683d0fd88b,,Robbie Lawler,Matt Brown
UFC on FOX: Lawler vs Brown,Anthony Johnson vs. Rogerio Nogueira,http://ufcstats.com/fight-details/1f63949591ad61bd,,Anthony Johnson,Rogerio Nogueira
UFC on FOX: Lawler vs Brown,Dennis Bermudez vs. Clay Guida,http://ufcstats.com/fight-details/1258b6f1cb5eed64,,Dennis Bermudez,Clay Guida
UFC on FOX: Lawler vs Brown,Bobby Green vs. Josh Thomson,http://ufcstats.com/fight-details/23124e6f3e7aa37d,,Bobby Green,Josh Thomson
UFC on FOX: Lawler vs Brown,Jorge Masvidal vs. Daron Cruickshank,http://ufcstats.com/fight-details/17dc833cda860933,,Jorge Masvidal,Daron Cruickshank
UFC on FOX: Lawler vs Brown,Patrick Cummins vs. Kyle Kingsbury,http://ufcstats.com/fight-details/2e23e7ab6217c034,,Patrick Cummins,Kyle Kingsbury
UFC on FOX: Lawler vs Brown,Tim Means vs. Hernani Perpetuo,http://ufcstats.com/fight-details/35cdd5e50d30f26e,,Tim Means,Hernani Perpetuo
UFC on FOX: Lawler vs Brown,Mike de la Torre vs. Brian Ortega,http://ufcstats.com/fight-details/fe6b45e7210bfa8e,,Mike de la Torre,Brian Ortega
UFC on FOX: Lawler vs Brown,Tiago dos Santos e Silva vs. Akbarh Arreola,http://ufcstats.com/fight-details/f9e672ec431fed3f,,Tiago dos Santos e Silva,Akbarh Arreola
UFC on FOX: Lawler vs Brown,Gilbert Burns vs. Andreas Stahl,http://ufcstats.com/fight-details/5da651d5867cbdfe,,Gilbert Burns,Andreas Stahl
UFC on FOX: Lawler vs Brown,Joanna Jedrzejczyk vs. Juliana Lima,http://ufcstats.com/fight-details/f29ba17d818d4fac,,Joanna Jedrzejczyk,Juliana Lima
UFC on FOX: Lawler vs Brown,Noad Lahat vs. Steven Siler,http://ufcstats.com/fight-details/55b3724a98c0469c,,Noad Lahat,Steven Siler
UFC Fight Night: McGregor vs Brandao,Conor McGregor vs. Diego Brandao,http://ufcstats.com/fight-details/1e603e6aa6d1a750,,Conor McGregor,Diego Brandao
UFC Fight Night: McGregor vs Brandao,Gunnar Nelson vs. Zak Cummings,http://ufcstats.com/fight-details/ab3820fa9944bd22,,Gunnar Nelson,Zak Cummings
UFC Fight Night: McGregor vs Brandao,Ian McCall vs. Brad Pickett,http://ufcstats.com/fight-details/0836a9bdd8942bb3,,Ian McCall,Brad Pickett
UFC Fight Night: McGregor vs Brandao,Norman Parke vs. Naoyuki Kotani,http://ufcstats.com/fight-details/611ccad0fc46ba51,,Norman Parke,Naoyuki Kotani
UFC Fight Night: McGregor vs Brandao,Ilir Latifi vs. Chris Dempsey,http://ufcstats.com/fight-details/85a58685504c63b4,,Ilir Latifi,Chris Dempsey
UFC Fight Night: McGregor vs Brandao,Neil Seery vs. Phil Harris,http://ufcstats.com/fight-details/b2457e9da89967e2,,Neil Seery,Phil Harris
UFC Fight Night: McGregor vs Brandao,Cathal Pendred vs. Mike King,http://ufcstats.com/fight-details/f3a970c83d8de1db,,Cathal Pendred,Mike King
UFC Fight Night: McGregor vs Brandao,Trevor Smith vs. Tor Troeng,http://ufcstats.com/fight-details/c805552171b20b68,,Trevor Smith,Tor Troeng
UFC Fight Night: McGregor vs Brandao,Nikita Krylov vs. Cody Donovan,http://ufcstats.com/fight-details/f6d6b660e1578744,,Nikita Krylov,Cody Donovan
UFC Fight Night: McGregor vs Brandao,Paddy Holohan vs. Josh Sampo,http://ufcstats.com/fight-details/e554e9910cb83d49,,Paddy Holohan,Josh Sampo
UFC Fight Night: Cowboy vs Miller,Donald Cerrone vs. Jim Miller,http://ufcstats.com/fight-details/c8998aa536614a5a,,Donald Cerrone,Jim Miller
UFC Fight Night: Cowboy vs Miller,Edson Barboza vs. Evan Dunham,http://ufcstats.com/fight-details/4e7c06f8b2b8c24b,,Edson Barboza,Evan Dunham
UFC Fight Night: Cowboy vs Miller,Rick Story vs. Leonardo Mafra,http://ufcstats.com/fight-details/a822be2a017f329e,,Rick Story,Leonardo Mafra
UFC Fight Night: Cowboy vs Miller,Joe Proctor vs. Justin Salas,http://ufcstats.com/fight-details/c1bc2a42652f685c,,Joe Proctor,Justin Salas
UFC Fight Night: Cowboy vs Miller,John Lineker vs. Alptekin Ozkilic,http://ufcstats.com/fight-details/3c06557ddd86f8e8,,John Lineker,Alptekin Ozkilic
UFC Fight Night: Cowboy vs Miller,Lucas Martins vs. Alex White,http://ufcstats.com/fight-details/0dff8509f6a861f1,,Lucas Martins,Alex White
UFC Fight Night: Cowboy vs Miller,Gleison Tibau vs. Pat Healy,http://ufcstats.com/fight-details/b0271fa12935bf88,,Gleison Tibau,Pat Healy
UFC Fight Night: Cowboy vs Miller,Leslie Smith vs. Jessamyn Duke,http://ufcstats.com/fight-details/9fc7fcbdb6587265,,Leslie Smith,Jessamyn Duke
UFC Fight Night: Cowboy vs Miller,Aljamain Sterling vs. Hugo Viana,http://ufcstats.com/fight-details/02a183fa803a33fe,,Aljamain Sterling,Hugo Viana
UFC Fight Night: Cowboy vs Miller,Yosdenis Cedeno vs. Jerrod Sanders,http://ufcstats.com/fight-details/635ee9448fe2ddaf,,Yosdenis Cedeno,Jerrod Sanders
UFC Fight Night: Cowboy vs Miller,Claudia Gadelha vs. Tina Lahdemaki,http://ufcstats.com/fight-details/5c30f6535a08d598,,Claudia Gadelha,Tina Lahdemaki
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Frankie Edgar vs. BJ Penn,http://ufcstats.com/fight-details/bdcb43bf1daa790b,,Frankie Edgar,BJ Penn
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Corey Anderson vs. Matt Van Buren,http://ufcstats.com/fight-details/8c5785de472dd9b2,,Corey Anderson,Matt Van Buren
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Eddie Gordon vs. Dhiego Lima,http://ufcstats.com/fight-details/14a59abb3160ddaa,,Eddie Gordon,Dhiego Lima
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Derrick Lewis vs. Guto Inocente,http://ufcstats.com/fight-details/e7081f3a0a982f9d,,Derrick Lewis,Guto Inocente
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Dustin Ortiz vs. Justin Scoggins,http://ufcstats.com/fight-details/de17a01ce8a0c654,,Dustin Ortiz,Justin Scoggins
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Kevin Lee vs. Jesse Ronson,http://ufcstats.com/fight-details/94371d1af8aab471,,Kevin Lee,Jesse Ronson
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Leandro Issa vs. Jumabieke Tuerxun,http://ufcstats.com/fight-details/8fd355e482806ca7,,Leandro Issa,Jumabieke Tuerxun
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Adriano Martins vs. Juan Manuel Puig,http://ufcstats.com/fight-details/2f91307892d163ce,,Adriano Martins,Juan Manuel Puig
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Patrick Walsh vs. Daniel Spohn,http://ufcstats.com/fight-details/1117f90ee81e0bbf,,Patrick Walsh,Daniel Spohn
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Sarah Moras vs. Alexis Dufresne,http://ufcstats.com/fight-details/e7318f41bce58b8c,,Sarah Moras,Alexis Dufresne
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Robert Drysdale vs. Keith Berish,http://ufcstats.com/fight-details/a6245f48fc60bc6a,,Robert Drysdale,Keith Berish
UFC 175: Weidman vs Machida,Chris Weidman vs. Lyoto Machida,http://ufcstats.com/fight-details/f966ed41316504b9,175,Chris Weidman,Lyoto Machida
UFC 175: Weidman vs Machida,Ronda Rousey vs. Alexis Davis,http://ufcstats.com/fight-details/5da7d95051699adb,175,Ronda Rousey,Alexis Davis
UFC 175: Weidman vs Machida,Uriah Hall vs. Thiago Santos,http://ufcstats.com/fight-details/f560035058bdb18b,175,Uriah Hall,Thiago Santos
UFC 175: Weidman vs Machida,Russell Doane vs. Marcus Brimage,http://ufcstats.com/fight-details/9cba1f0cdf10a8e5,175,Russell Doane,Marcus Brimage
UFC 175: Weidman vs Machida,Urijah Faber vs. Alex Caceres,http://ufcstats.com/fight-details/27c34f7a7e1c4d67,175,Urijah Faber,Alex Caceres
UFC 175: Weidman vs Machida,Kenny Robertson vs. Ildemar Alcantara,http://ufcstats.com/fight-details/f206143bb9347444,175,Kenny Robertson,Ildemar Alcantara
UFC 175: Weidman vs Machida,Bruno Santos vs. Chris Camozzi,http://ufcstats.com/fight-details/2e8058fb2344ae3f,175,Bruno Santos,Chris Camozzi
UFC 175: Weidman vs Machida,Rob Font vs. George Roop,http://ufcstats.com/fight-details/c576e311ea337a32,175,Rob Font,George Roop
UFC 175: Weidman vs Machida,Luke Zachrich vs. Guilherme Vasconcelos,http://ufcstats.com/fight-details/6445b14dbd24ac25,175,Luke Zachrich,Guilherme Vasconcelos
UFC 175: Weidman vs Machida,Kevin Casey vs. Bubba Bush,http://ufcstats.com/fight-details/629655f9b898810d,175,Kevin Casey,Bubba Bush
UFC Fight Night: Swanson vs Stephens,Cub Swanson vs. Jeremy Stephens,http://ufcstats.com/fight-details/46cfb41b00cb5ad8,,Cub Swanson,Jeremy Stephens
UFC Fight Night: Swanson vs Stephens,Kelvin Gastelum vs. Nicholas Musoke,http://ufcstats.com/fight-details/0dab467898de22c6,,Kelvin Gastelum,Nicholas Musoke
UFC Fight Night: Swanson vs Stephens,Cezar Ferreira vs. Andrew Craig,http://ufcstats.com/fight-details/12bf24fa110513d0,,Cezar Ferreira,Andrew Craig
UFC Fight Night: Swanson vs Stephens,Ricardo Lamas vs. Hacran Dias,http://ufcstats.com/fight-details/2c8d1f5bb73a812b,,Ricardo Lamas,Hacran Dias
UFC Fight Night: Swanson vs Stephens,Clint Hester vs. Antonio Braga Neto,http://ufcstats.com/fight-details/7d26a6b4b6845e1b,,Clint Hester,Antonio Braga Neto
UFC Fight Night: Swanson vs Stephens,Joe Ellenberger vs. James Moontasri,http://ufcstats.com/fight-details/9afda67fdb4d7c07,,Joe Ellenberger,James Moontasri
UFC Fight Night: Swanson vs Stephens,Diego Ferreira vs. Colton Smith,http://ufcstats.com/fight-details/cbf36e02c68e7719,,Diego Ferreira,Colton Smith
UFC Fight Night: Swanson vs Stephens,Cody Gibson vs. Johnny Bedford,http://ufcstats.com/fight-details/4eae10815ebe78e3,,Cody Gibson,Johnny Bedford
UFC Fight Night: Swanson vs Stephens,Marcelo Guimaraes vs. Andy Enz,http://ufcstats.com/fight-details/47cabf79c3340581,,Marcelo Guimaraes,Andy Enz
UFC Fight Night: Swanson vs Stephens,Ray Borg vs. Shane Howell,http://ufcstats.com/fight-details/f3fb4be38377e1e9,,Ray Borg,Shane Howell
UFC Fight Night: Swanson vs Stephens,Aleksei Oleinik vs. Anthony Hamilton,http://ufcstats.com/fight-details/612333aaff795989,,Aleksei Oleinik,Anthony Hamilton
UFC Fight Night: Te Huna vs Marquardt,Nate Marquardt vs. James Te Huna,http://ufcstats.com/fight-details/bfcabf1ab823942f,,Nate Marquardt,James Te Huna
UFC Fight Night: Te Huna vs Marquardt,Jared Rosholt vs. Soa Palelei,http://ufcstats.com/fight-details/7962611f2adbacc0,,Jared Rosholt,Soa Palelei
UFC Fight Night: Te Huna vs Marquardt,Charles Oliveira vs. Hatsu Hioki,http://ufcstats.com/fight-details/a4759c52378f9d1a,,Charles Oliveira,Hatsu Hioki
UFC Fight Night: Te Huna vs Marquardt,Robert Whittaker vs. Mike Rhodes,http://ufcstats.com/fight-details/1f65f03f1225e061,,Robert Whittaker,Mike Rhodes
UFC Fight Night: Te Huna vs Marquardt,Jake Matthews vs. Dashon Johnson,http://ufcstats.com/fight-details/70e49c90d012de66,,Jake Matthews,Dashon Johnson
UFC Fight Night: Te Huna vs Marquardt,Richie Vaculik vs. Roldan Sangcha'an,http://ufcstats.com/fight-details/2977a9b5c30d89c1,,Richie Vaculik,Roldan Sangcha'an
UFC Fight Night: Te Huna vs Marquardt,Vik Grujic vs. Chris Indich,http://ufcstats.com/fight-details/eb13a9d04dca676e,,Vik Grujic,Chris Indich
UFC Fight Night: Te Huna vs Marquardt,Neil Magny vs. Rodrigo de Lima,http://ufcstats.com/fight-details/2bb2a2652fe38809,,Neil Magny,Rodrigo de Lima
UFC Fight Night: Te Huna vs Marquardt,Dan Hooker vs. Ian Entwistle,http://ufcstats.com/fight-details/ee532a38a0b93127,,Dan Hooker,Ian Entwistle
UFC Fight Night: Te Huna vs Marquardt,Gian Villante vs. Sean O'Connell,http://ufcstats.com/fight-details/25a28456f684503e,,Gian Villante,Sean O'Connell
UFC 174: Johnson vs Bagautinov,Demetrious Johnson vs. Ali Bagautinov,http://ufcstats.com/fight-details/933660cfab154f1a,174,Demetrious Johnson,Ali Bagautinov
UFC 174: Johnson vs Bagautinov,Rory MacDonald vs. Tyron Woodley,http://ufcstats.com/fight-details/de65739f00350c58,174,Rory MacDonald,Tyron Woodley
UFC 174: Johnson vs Bagautinov,Ryan Bader vs. Rafael Cavalcante,http://ufcstats.com/fight-details/b72c19b80fb47ba4,174,Ryan Bader,Rafael Cavalcante
UFC 174: Johnson vs Bagautinov,Andrei Arlovski vs. Brendan Schaub,http://ufcstats.com/fight-details/f3ebce624bb154ae,174,Andrei Arlovski,Brendan Schaub
